YR,Height,Player,Team,Conf,GP,Position,Min%,PRPG!,D-PRPG,BPM,OBPM,DBPM,ORtg,D-Rtg,Usg,eFG,TS,OR,DR,Ast,TO,A/TO,Blk,Stl,FTR,FC/40,Rim%,FT%,2PT%,3PR,3P/100,3PT%
Jr,6-5,Brayden Shorter,Murray St.,MVC,12,C,40.8,1.4,1.3,1.6,3.7,-2,118.8,109.9,19.3,52.5,54.9,4.1,9,8.6,11.5,1.2,0.8,0.8,12.7,2.2,1,0.9,1,94.9,20.8,0.333
Sr,6-5,Curt Lewis,Southern Miss,SB,11,G,70.4,1.4,2.1,1.5,0.9,0.6,121.9,111.6,10.2,53.4,55.7,3.1,8.7,5.5,9.1,1.7,1.6,2.4,16.9,2.8,0.25,0.8,0.3,83.1,9.1,0.388
Jr,6-11,Ridvan Tutic,Stonehill,NEC,8,C,44.8,1.4,1.8,0.2,0.4,-0.2,112.2,109.8,18.6,57.1,57.1,11,21.6,15.1,15.5,1.3,1.7,0.3,26.5,4.2,0.619,0.538,0.571,0,0,0
So,6-9,Jayden Hastings,Boston College,ACC,11,C,48.9,1.4,2.8,5.6,0.5,5.1,119.6,92.3,16.3,63.4,66.2,10.6,17.3,7.8,20,0.7,7.6,2.4,61,5.4,0.618,0.72,0.634,0,0,0
Sr,6-5,Brit Harris,FIU,CUSA,8,G,49.4,1.4,1.6,1.4,1.8,-0.4,117,110.1,16.2,54.9,54.7,0,10.6,18.2,8.5,3.5,1.4,2.4,15.7,3,0.667,0.5,0.636,78.4,13.7,0.35
Sr,6-9,P.J. Eason,Alabama A&M,SWAC,8,C,55.6,1.4,2.4,1.2,-0.2,1.5,104,105.5,19.9,55,56.9,11.9,17.7,5.8,19.2,0.4,8.9,2.4,95,4.6,0.615,0.579,0.55,0,0,0
Jr,6-5,Jalen Forrest,Southeastern Louisia,Slnd,11,G,47.5,1.4,1.5,0.5,1.3,-0.8,107.3,110.6,24,49.2,59.4,3.1,15,5.7,16.6,0.5,0,2.3,76.2,3.6,0.632,0.833,0.514,41.3,7.4,0.308
So,6-5,Drew Steffe,Southern Illinois,MVC,11,G,66.7,1.4,2.2,0.7,1.2,-0.5,106.3,108.9,19,53.3,54.2,1.2,6,17.2,17.5,1.8,1.5,1.7,26.1,3.2,0.611,0.583,0.559,63,10.7,0.345
So,6-8,Reece Robinson,North Texas,Amer,11,C,55.4,1.4,2.6,0,-0.7,0.8,113.5,99.4,17.8,58.1,61,10.9,14.2,6.9,18.1,0.5,4.6,1.7,29,4.9,0.718,0.778,0.638,24.2,3.7,0.267
Sr,5-11,Julien Soumaoro,Western Carolina,SC,9,G,66.4,1.4,1.5,0.2,1.5,-1.3,98.3,116.2,23.5,52.2,53.4,2.2,13.8,19.6,21.1,1.3,0.5,2,16.1,3.3,0.571,0.667,0.472,61.3,12.9,0.368
Sr,6-4,Trey Campbell,Northern Iowa,MVC,10,G,78.9,1.3,4.9,4.2,0.1,4.1,99.5,87.7,24.9,48.1,52.3,2.2,10.9,23.7,16.9,1.6,0.4,4.6,35.9,2.6,0.25,0.73,0.419,58.3,11.5,0.35
Jr,6-4,Quante Berry,Memphis,Amer,11,G,42.4,1.3,2.1,5.5,1.6,3.9,113.2,96.5,17.3,53.6,55,5,9.5,11.3,13.7,1.4,2,4.2,36.4,5.5,0.647,0.6,0.565,58.2,9.5,0.344
So,6-8,Kam Williams,Kentucky,SEC,12,F,46.6,1.3,2.5,3,0.7,2.3,118.2,94.6,13.5,48.2,51.9,5.6,12,8.9,9.3,2.6,3.1,1.5,18.2,3.9,0.813,0.9,0.765,69.1,9.6,0.237
Jr,6-8,Dasear Haskins,Saint Joseph's,A10,10,F,62.3,1.3,2.1,0.2,0.8,-0.6,113,109,17.6,55.5,58,8,14.1,10.4,17,1.1,3.1,0.7,20.5,2.2,0.659,0.8,0.652,37,6.2,0.259
Jr,6-8,Jared Turner,Old Dominion,SB,12,F,51.9,1.3,1.5,0.7,1.1,-0.4,119.6,112.6,13.4,59.2,59.7,4.5,12.5,7.7,10.2,1.7,2.1,1.4,10,5.1,0.5,0.667,0.444,85,11.6,0.412
Jr,6-8,Keyon Kensie Jr.,Portland St.,BSky,8,F,76.4,1.3,3.4,1.1,-0.2,1.3,108.9,100.5,17.9,50.7,52.9,4.6,22.7,7.3,10.3,1.1,2.7,1.4,30.3,4.4,0.605,0.652,0.56,34.2,6,0.269
So,6-10,Joseph Grahovac,St. Bonaventure,A10,12,C,49.1,1.3,2,4.7,2,2.7,121.4,102.9,13.7,65.7,67.5,4,14.4,7.2,21.5,0.9,9.5,1.7,14.8,3.9,0.9,0.875,0.64,53.7,7.1,0.448
Fr,6-5,Elzie Harrington,San Diego St.,MWC,10,G,46.6,1.3,1.7,1.8,2.5,-0.7,105,107,22,58.9,59.8,0.6,6.6,25.2,24.6,1.3,1.4,0.9,19.4,2.3,0.533,0.667,0.435,25.8,4.8,0.688
Sr,6-8,Brandon Mitchell-Day,Dartmouth,Ivy,10,F,73.1,1.3,2.9,1.5,0.3,1.2,101,104.2,25.2,51.5,54.3,8.9,24.4,23.9,24.1,1.1,3.5,2.2,26.3,2.6,0.592,0.731,0.514,29.3,5.7,0.345
Sr,6-1,Ryan Myers,Western Kentucky,CUSA,9,G,52.8,1.3,1.7,0.5,1.8,-1.2,111.5,109.6,17.9,56.9,58.7,1,8,9.8,15.5,1.2,0,1.1,18.5,3.7,0.308,0.75,0.304,64.6,11.7,0.476
Sr,6-5,Cody Pennebaker,Lamar,Slnd,9,G,71.6,1.3,2.8,3.3,0.6,2.8,110.2,104.9,16.2,62.3,61.2,8.1,10.9,17.9,23.7,1.5,1.4,4.7,6.6,2.9,0.708,0.25,0.604,13.1,1.8,0.5
So,6-5,Noah Meeusen,Arizona St.,B12,9,G,43.6,1.3,2.6,4.1,1.4,2.7,117.7,100.7,11.4,69.1,69.2,0.6,10.5,16.5,25.9,1.8,1.2,3.5,8.8,2.9,1,0.667,0.875,76.5,7,0.423
Jr,6-6,Camp Wagner,Indiana St.,MVC,10,G,76.7,1.3,3,0.3,0.6,-0.2,99.7,104.9,22.7,47.1,52,2.5,14.4,11.5,13.5,1,0.6,1.8,24.4,3.5,0.435,0.897,0.423,78.2,16.8,0.323
Sr,6-3,Anthony McComb III,Norfolk St.,MEAC,10,G,86.5,1.3,3.2,0.6,0.8,-0.2,97.2,106.2,23.7,41.3,47.8,3.5,13.1,7.6,13.4,0.7,1.8,1.8,37.9,2,0.4,0.8,0.372,34.8,7.7,0.326
Jr,6-0,Kanye Clary,Oklahoma St.,B12,11,G,51.7,1.3,2.3,4,2.4,1.6,104.7,101.5,22.6,43.6,49.6,2,7.7,32.4,20.8,2.4,0.5,3.4,50,1.8,0.462,0.714,0.436,44.3,7,0.29
Sr,6-8,Kaleb Banks,DePaul,BE,12,F,50.9,1.3,2.2,0.4,0.1,0.3,113.7,102.1,18.5,59.3,61.7,4.9,14.1,8.1,15.1,0.8,1.3,1.2,42.9,5.6,0.607,0.7,0.528,48.6,7.9,0.441
Sr,6-5,Jaidon Lipscomb,Cleveland St.,Horz,10,G,56.8,1.3,1,0.7,1.8,-1.1,108.1,120.7,20.6,54.3,59,0.5,11.8,21.5,21.2,1.4,1.9,2.9,37.7,3.3,0.385,0.808,0.429,79.7,13.3,0.382
So,6-3,Justin Menard,Marist,MAAC,10,G,67.6,1.3,3.7,3.8,0.8,3.1,104.3,93.8,22.4,53.3,55.3,0.4,14,28.7,21.3,1.8,1.4,3.9,10.9,2.2,0.706,0.9,0.55,56.5,11.3,0.346
So,6-7,Kaspar Sepp,Cornell,Ivy,9,F,47.6,1.3,1.4,0.1,-0.6,0.7,113.3,111,19.1,48.8,54.8,6.7,26.8,21.5,19.3,1.9,0.6,1.8,44.2,7.3,0.545,0.789,0.536,34.9,4.6,0.267
Jr,6-10,Brandon Garrison,Kentucky,SEC,12,F,42.9,1.3,2.5,3.4,-0.1,3.5,113.7,91.4,16.7,59.2,60.7,7.7,17.5,12.6,21.4,1.2,2.8,1.9,26.5,5.2,0.714,0.692,0.634,16.3,2.2,0.25
Jr,6-9,Berke Buyuktuncel,Nebraska,B10,10,F,53.5,1.3,3.5,2.5,0,2.5,105.5,90,19.4,44.3,49.6,10,18.4,8,13.6,1.1,6.1,1.9,54.1,3.1,0.679,0.667,0.553,37.7,5.5,0.174
Fr,6-11,Chris Cenac Jr,Houston,B12,12,C,57.4,1.3,3.8,0.6,-0.6,1.2,104.2,84.9,21.2,53.1,53.5,9.2,26.8,4.6,18.5,0.4,3.3,1.1,16.3,4.7,0.704,0.563,0.519,21.4,4.6,0.381
Jr,6-4,Joshua Ingram,Lehigh,Pat,11,G,80,1.3,2.6,0.7,1,-0.3,104.5,109.8,18.5,58.8,59.4,3.2,14.9,11.2,19.6,0.9,1.6,2.8,21.6,2.4,0.815,0.619,0.588,47.4,7.6,0.391
So,6-6,Jeremy Elyzee,Southeastern Louisia,Slnd,11,G,72.9,1.3,2.6,0.4,-0.1,0.6,98.9,106.9,24.9,45.2,50.9,7.5,13.6,16.3,16.3,1,4,3.2,49.5,3.9,0.714,0.712,0.548,20,3.9,0.048
So,6-5,Dontrez Williams,Lindenwood,OVC,8,G,66.1,1.3,2.8,3.2,1.5,1.7,101.1,105.7,23,49.4,49.7,5,10,19.7,14.5,1.4,3,4.3,41.1,3,0.508,0.486,0.47,26.7,5.4,0.375
Jr,5-10,Adam Clark,Seton Hall,BE,12,G,71.3,1.3,3.9,1.8,-0.9,2.7,99.3,93.2,24.5,45.5,49.7,1,8.2,36,23.2,2.1,0.4,4.5,48.5,3.9,0.586,0.646,0.481,18.2,3.1,0.222
Jr,6-8,Joseph Tugler,Houston,B12,12,C,53.2,1.3,4,8.4,0.6,7.8,105.6,78.6,21,52,53.5,11.6,13.8,12.3,22.5,0.9,11.6,5.4,19.7,6,0.641,0.667,0.507,1.3,0.2,1
Jr,6-1,Dylan Darling,St. John's,BE,10,G,42,1.3,2.6,3.6,-0.9,4.4,113.4,91.8,15.5,44,51,2.4,12.1,19.9,15,2.9,0.5,3.8,54.8,5.6,0.563,0.739,0.524,50,6.1,0.238
Sr,6-2,Josiah Hammons,Illinois Chicago,MVC,10,G,42.1,1.3,1.3,0.1,1.2,-1.1,113.5,111,20.6,48.6,52.5,1.3,7.5,5.1,10,0.6,0.8,3.1,18.1,4.3,0.273,0.923,0.313,77.8,19.3,0.357
Sr,6-3,Chendall Weaver,Texas,SEC,11,G,51.3,1.3,2.4,0.1,0,0.2,111,99.4,18.2,38.1,48.3,7.1,19.8,10.8,12.4,1.3,0,1.3,62.7,3.7,0.565,0.784,0.441,42.4,6.3,0.2
Fr,6-1,Jaylen Petty,Texas Tech,B12,11,G,60.8,1.3,2.8,0.1,-0.3,0.4,110.2,102.1,13.9,43.7,47.2,1.8,11.7,9.9,9.8,2.7,0.3,1.6,12.7,3,0.286,1,0.25,69.6,10.7,0.345
So,6-7,Ryan Mela,Providence,BE,13,G,52,1.3,1.9,0.7,0.5,0.2,105.8,105.9,20.8,46.6,51.3,5.4,18.6,18,17.7,1.6,0.4,2.9,27,2.9,0.527,0.833,0.515,25.8,4.5,0.217
Fr,6-4,Austin Williford,Saint Joseph's,A10,10,G,46.3,1.3,2.2,5.5,1.2,4.2,119.3,98.9,16.6,57.8,61.4,6.3,17.9,18.4,18.7,1.6,1.6,4.6,33.3,3.7,0.7,0.8,0.55,55.6,7.8,0.4
Jr,6-10,Thomas Ndong,Cal Baptist,WAC,12,C,45.4,1.3,2.3,1.6,1,0.6,113.2,99.6,19.2,52.8,55.9,18.2,26.6,7,19.2,0.6,3.7,1,64.8,4.6,0.556,0.629,0.551,9.3,1.2,0.2
So,6-4,T.O. Barrett,Missouri,SEC,12,G,43.5,1.3,1.6,1.4,0.7,0.7,117.9,106.1,18,61.7,63.8,4.9,5.9,24.2,26.9,1.8,0.6,2.7,21.3,4.8,0.735,0.8,0.684,19.1,2.4,0.222
Fr,6-6,Matt Able,N.C. State,ACC,13,G,48.2,1.3,2.6,4,1,2.9,105.1,93.3,21,49.5,52.2,3.3,14.8,9.9,13.7,1.2,2.8,4.2,19.1,3.6,0.462,0.778,0.5,55.3,11.5,0.327
Fr,6-2,Armelo Boone,Western Kentucky,CUSA,9,G,56.7,1.3,2.6,2.4,1.3,1.1,97.8,99.7,27.7,40.8,45.4,5.8,19,21.9,13.1,1.4,2.4,3.1,30.6,3.7,0.511,0.733,0.466,25.5,6.5,0.16
So,6-2,Luke Skaljac,Miami OH,MAC,10,G,61.3,1.3,2.1,0.5,0,0.5,113.7,108.3,16.8,40.9,47.3,3.6,11.6,23.1,12.2,3.3,0.5,2.5,36.4,2.9,0.375,0.8,0.31,47.3,5.9,0.346
Sr,6-3,Derek Simpson,Saint Joseph's,A10,10,G,79.3,1.3,2.9,0.5,0,0.5,106.9,106.6,18.8,48.4,52.4,4.3,14.7,20.9,18.3,1.9,0.9,2.2,19.8,1.9,0.686,0.895,0.536,41.7,7.3,0.275
Jr,6-9,Emondrek Erkins-Ford,Jacksonville St.,CUSA,8,C,51,1.3,1.6,0,0.3,-0.3,109.2,110.7,20.4,56.1,55.3,9.7,16.1,15.9,14.5,1,5.6,0,63.4,3.7,0.696,0.5,0.606,19.5,3,0.25
Jr,6-4,Jayson Petty,UMKC,Sum,11,G,80.3,1.3,2.4,0.5,0.3,0.2,103.8,111.2,18.4,46,52.1,6.2,9.3,8.8,14.4,1,0.8,3.3,39.6,2.6,0.565,0.8,0.574,53.5,8.4,0.241
So,6-10,Aidan Cammann,Stanford,ACC,12,F,53,1.2,2.5,3,0,3,113.2,99.2,15.3,61.3,65,8,13.5,10.9,25.8,0.9,2.6,3.3,85,5.2,0.818,0.706,0.667,25,2.2,0.3
Jr,6-8,N'famara Dabo,Brown,Ivy,11,C,63.6,1.2,2.9,0.8,-1.2,2,112.6,99.6,17.1,57.9,56.5,13,20.5,8.1,13.6,0.9,9,1.5,73.7,5.3,0.582,0.5,0.579,0,0,0
Sr,6-7,Xzavier Long,Hampton,CAA,11,C,84.8,1.2,2.9,0.8,1,-0.2,105.6,107.9,18.2,50.7,54.1,11.1,27.6,13.9,21,1,2.9,1.8,68.4,3.3,0.571,0.615,0.583,36.8,4.5,0.25
Jr,6-10,Miles Heide,San Diego St.,MWC,10,C,46.7,1.2,2.2,1.2,0.3,0.9,110.3,99.4,17.2,54.7,53.9,15.8,18.5,12.5,19.1,1.2,2.8,1.5,30.2,5.4,0.8,0.462,0.579,11.6,1.5,0.2
So,6-6,Ben Oosterbaan,St. Thomas,Sum,12,G,58.1,1.2,2.3,2.2,0.3,1.9,121.1,104.2,12.1,60.7,61.3,2.3,14.2,11.2,10.2,2.1,1.3,3.7,7.1,3.3,0.778,0.75,0.762,62.5,7.2,0.343
Jr,6-5,Shane Blakeney,Drexel,CAA,11,G,84.3,1.2,2.7,0.5,0.6,-0.1,100.9,110.1,22.3,43.9,47.3,2.9,12.8,18,15,1.3,3,2.9,20,2.2,0.4,0.786,0.375,48.6,10.8,0.338
Fr,6-2,Cam Miles,Florida St.,ACC,12,G,43.8,1.2,1.7,0.7,-0.1,0.8,106.9,104.6,22.2,46.4,50.1,2.7,4.7,23.1,14.3,2.1,0,3.4,29.8,3.8,0.76,0.72,0.649,56,11.5,0.213
Jr,6-9,Sean Stewart,Oregon,B10,11,C,52.7,1.2,2.2,0.3,-0.4,0.6,103.5,102.7,20.6,51.7,53.2,14.2,12.9,8.5,20.2,0.6,2.4,2,72.4,5.5,0.618,0.548,0.517,0,0,0
Fr,6-8,Trent Sisley,Indiana,B10,12,C,50.2,1.2,2.7,1.5,1.4,0.1,111.6,94.5,17.7,54.9,54.3,9,18.7,5.1,9.3,1,0.4,0.5,31.9,2.7,0.625,0.478,0.634,43.1,7.3,0.29
Fr,6-7,Dillan Shaw,Saint Mary's,WCC,11,F,47.3,1.2,2.8,6.5,2.3,4.2,110.8,90,17.2,57.8,58.1,6,18.3,8.2,19.7,0.9,3,2.5,20.7,4,0.684,0.583,0.56,56.9,9.3,0.394
So,6-9,Braedan Lue,Kennesaw St.,CUSA,8,C,64.9,1.2,2.2,0.7,0,0.7,106,108.1,20.2,50,54.1,4.8,15.8,10.8,19.2,0.8,6,1.5,27.6,4.3,0.725,0.81,0.614,25,4.6,0.105
Fr,6-8,Tre Singleton,Northwestern,B10,12,F,58.3,1.2,2.9,2.2,-0.1,2.3,111.7,97.6,15.8,55.8,60,3.6,19.1,10.7,18.5,1.3,2.4,1.5,46.7,4.1,0.8,0.75,0.684,36.7,4.6,0.227
Jr,6-9,Karson Templin,Utah St.,MWC,10,C,42.4,1.2,2.3,0.9,-0.6,1.4,107.8,93,22.3,57.1,58.8,8,15.2,4.3,19.6,0.5,5.6,2.7,25.4,5.8,0.686,0.688,0.577,17.5,3.7,0.364
Jr,6-8,Jakub Necas,Duquesne,A10,10,F,62.7,1.2,2.5,2.3,1,1.3,115.4,104.5,14.3,68.2,69.5,8.7,20,6,25.1,0.6,4,2.1,61.4,4.7,0.792,0.704,0.724,34.1,3.2,0.4
Sr,6-9,Joseph Locandro,Maryland Eastern Sho,MEAC,14,F,54,1.2,1.5,0.7,2.2,-1.4,102.2,112.6,23.9,59.8,61.2,3.9,16.1,7.9,21.8,0.4,2.8,1.2,14.5,3.9,0.629,0.765,0.561,43.6,10.2,0.431
Fr,6-8,Nikolas Khamenia,Duke,ACC,12,F,51.5,1.2,3,2.2,1,1.2,108.8,91.3,16.6,56,56.4,7.4,12.7,12.5,23.3,1.2,0,1.1,27.6,3.6,0.692,0.563,0.588,70.7,9.3,0.366
Fr,6-8,Trey Simpson,Kennesaw St.,CUSA,8,C,43.3,1.2,1.4,2.6,2.8,-0.2,122.6,109.2,14.1,52.5,55.9,6.5,18.7,4.9,10.4,0.5,4.5,0.7,25,3.1,0.889,0.8,0.75,70,10.2,0.286
Sr,6-9,AJ Casey,Evansville,MVC,10,F,65.8,1.2,2.4,0.3,-0.3,0.7,101.9,106.8,19.8,44.7,51.4,10.2,15.1,12.6,17.8,1,1.8,2.9,50,4.3,0.679,0.758,0.472,19.7,2.9,0.231
Sr,6-11,Charles Johnston,Furman,SC,9,C,70.9,1.2,3,1.4,1.1,0.4,105.7,101.9,18.6,55.8,55.5,11,27.9,9.3,20.8,0.9,1.7,1.8,20.3,3,0.682,0.5,0.655,58,9.1,0.325
Jr,6-3,Dimp Pernell,Texas St.,SB,9,G,40.9,1.2,1.6,0,0.3,-0.2,106.9,111.2,20.4,50.7,54.3,0.6,12.2,17.3,17.5,1.8,1.2,2.1,20.9,3.4,0.727,0.857,0.475,40.3,8.1,0.37
Jr,6-3,RJ Smith,DePaul,BE,12,G,64.5,1.2,2.5,0.7,0.4,0.4,113.7,104.7,14.9,49.4,53.8,2.3,9.6,15.3,11.1,2.9,0.7,1.1,26,2.8,0.35,0.85,0.452,59.7,8.4,0.348
Jr,6-7,Miles Byrd,San Diego St.,MWC,10,G,64.7,1.2,3.1,3.6,1.1,2.6,99.8,98.5,20.2,48.2,51.3,2.7,12.1,16.9,20.4,1.3,2.5,3.5,21.7,2.4,0.625,0.778,0.475,51.8,9.3,0.326
So,6-3,Austin Herro,St. Thomas,Sum,11,G,49.9,1.2,2.5,4.4,0.6,3.8,115.7,99.8,15.2,59,63.5,3.8,15,18.8,21.9,2.1,2,5.2,48.7,3,0.654,0.789,0.63,30.8,2.9,0.333
Sr,5-10,Jack Campion,SIU Edwardsville,OVC,9,G,66.8,1.2,2.4,0.5,-1.4,1.9,107.5,106.8,19.2,44.8,49.3,2.2,11.7,36.1,17.8,3.2,0,4.2,39.7,3.8,0.615,0.696,0.435,20.7,2.9,0.333
Sr,6-7,Brendan Coyle,Siena,MAAC,12,G,77.2,1.2,3.1,0.4,0.1,0.3,109.3,103.9,17.3,48.1,52.7,2.7,15.3,8,12.4,1.2,0.9,1.8,32,2.3,0.4,0.788,0.545,78.6,13.4,0.309
Sr,6-4,Roderick Coffee III,Grambling St.,SWAC,10,G,83.6,1.1,2.9,1.9,0.7,1.2,105.6,108,16.9,55.5,58.6,1.5,13.3,28.6,25.6,1.8,0.3,3.3,42.2,2.2,0.476,0.704,0.444,43.8,4.8,0.464
Jr,6-9,Jafeth Martinez,USC Upstate,BSth,12,C,48.4,1.1,1.9,0.1,-1.6,1.8,119.1,104.9,13,73.3,70,12.1,18.8,2.4,22.3,0.3,10.5,0.5,90,5.6,0.724,0.593,0.733,0,0,0
So,5-11,Ponce James,Delaware St.,MEAC,9,G,72.5,1.1,2.4,0.5,0.3,0.2,96.4,111.4,26,42.4,48.7,2.2,8.2,28.4,15.5,1.8,0.4,4,28.6,2.5,0.472,0.906,0.408,32.1,7.3,0.306
Sr,6-6,Luke Haupt,New Mexico,MWC,11,G,57.4,1.1,2.7,1.7,-0.3,2.1,113,98.9,14.6,50,58.1,6.6,13.3,16.8,22.7,2.1,1.1,2,78.4,3.3,0.609,0.759,0.56,32.4,2.7,0.25
Jr,6-4,Brandon McCreesh,Bucknell,Pat,8,G,42.2,1.1,1.4,0.3,1.6,-1.3,110.5,118.1,13.9,52.9,53.8,3.6,10.3,13,11.6,2.2,2.3,1.1,15.7,2.2,0.583,0.625,0.474,62.7,8.6,0.375
Sr,6-8,Owen Aquino,High Point,BSth,11,F,68.9,1.1,2.6,1.5,0.1,1.4,106.4,105.8,18.7,54,54.9,10.1,14.6,14.2,22.6,1.2,4.8,3.5,64.5,4.6,0.563,0.55,0.552,6.5,0.7,0.25
Fr,6-10,Jamarion Davis-Fleming,Mississippi St.,SEC,12,C,47.3,1.1,2,2.6,-0.1,2.8,125.4,102,8.2,60,57.1,7.9,14.6,6.9,11.7,2.5,6.6,1.5,40,3.3,0.778,0.4,0.625,4,0.2,0
Jr,6-5,Tanner Toolson,TCU,B12,11,G,45.3,1.1,2.1,0.7,1,-0.3,107.8,99.9,19.3,43.2,48.6,8.2,6.1,7.2,10.4,1.1,2.4,1.1,28.8,2,0.481,0.842,0.429,47,8.9,0.29
Sr,6-10,Justice Ajogbor,Saint Joseph's,A10,10,C,50.5,1.1,2.1,3.6,-1.1,4.7,126.3,102.6,10.5,68.2,69.9,4.2,16.4,12,19,1.9,10.7,1.1,104.5,4.4,0.778,0.696,0.682,0,0,0
Sr,6-4,Matt Compas,IU Indy,Horz,11,G,44.4,1.1,0.9,0.4,2.2,-1.8,104.1,118.7,25.3,52.4,53.5,4.3,6.7,13.2,11.2,1.9,2.5,4.1,12.4,2.7,0.714,0.692,0.554,21,5.7,0.273
Jr,6-0,Brayden Fagbemi,UC Davis,BW,8,G,51.1,1.1,2.2,2.3,0.8,1.5,100.1,104.7,22.1,45,47.6,6.1,7.5,37.7,22.2,2.3,0,4.9,24,2.2,0.615,0.667,0.6,50,7.7,0.2
Sr,6-5,Maximus Edwards,Duquesne,A10,9,G,42.8,1.1,1.4,1.3,2.9,-1.7,107.5,111,21.7,44.1,48,6.1,12.4,16.6,10,2.4,1.3,0.9,25,1.4,0.481,0.765,0.429,48.5,10.2,0.303
Fr,6-10,Bryson Tiller,Kansas,B12,12,C,63.9,1.1,3.9,2.4,-0.5,3,98.5,88.6,18.9,50.6,53.1,5.1,17.6,3.7,17.4,0.4,7,0.2,36.5,3.4,0.7,0.645,0.544,32.9,5.4,0.286
Fr,6-1,JJ Mandaquit,Washington,B10,11,G,54.3,1.1,2.4,0.1,-0.9,0.9,112.1,101.3,16,48.1,52.9,1.8,11.5,27.4,21.7,2.7,0.4,1.2,34.6,4.4,0.533,0.778,0.5,38.5,4.6,0.3
Jr,6-7,Rihards Vavers,Washington St.,WCC,11,F,43,1.1,1.5,0.6,2.3,-1.8,107.8,110,18.3,52.7,54,3.1,13.6,0.9,9.3,0.2,1.7,1.1,5.3,1.9,0.818,1,0.611,76,16.1,0.333
Fr,6-2,"Azavier ""Stink"" Robinson",Butler,BE,12,G,41.1,1.1,2.1,4.7,0,4.7,110.1,95.5,18.6,59.2,61.8,4.9,8.2,21.7,28,1.4,2.2,4.7,32.7,6.2,0.536,0.75,0.548,36.7,4.9,0.444
Sr,6-5,Tae Dozier,Northern Kentucky,Horz,11,G,67,1.1,2.4,1.6,-0.1,1.7,116,106.5,14.6,53.8,55.4,7.5,12.1,13.8,17,1.9,5.7,3.6,26.2,4.5,0.704,0.647,0.657,46.2,5.7,0.267
Jr,6-11,Jonathan Griman,Cal Baptist,WAC,11,C,44.4,1.1,2.5,0.8,-1,1.8,113.2,99,15.5,62.7,63.8,9.1,19.3,2.5,22.6,0.2,3.3,1.5,35.3,5.7,0.737,0.667,0.696,9.8,1.3,0
Jr,6-10,Jarin Stevenson,North Carolina,ACC,12,F,66.6,1.1,3.5,3.4,0.5,2.9,108.1,95.1,14.2,45.3,50.5,7.3,9.2,7.7,15.4,1.3,2.4,1.8,43.8,2.3,0.857,0.714,0.667,53.1,6.2,0.176
Jr,6-8,Jaylen Peterson,Presbyterian,BSth,11,C,64.8,1.1,2.4,1,0.3,0.7,111.7,106.5,14.8,63,59.9,8.5,21.5,7.3,16.4,0.8,3.3,1.5,50,3.4,0.707,0.444,0.63,0,0,0
Sr,7-0,Harlan Obioha,West Virginia,B12,12,C,50.2,1.1,2.7,1.9,-0.3,2.2,109.6,93.7,18.5,52.1,54.8,11.7,19.3,10.2,17.2,1,3.9,1,85.4,3.7,0.581,0.585,0.521,0,0,0
Jr,6-5,Sebastian Tidor,Portland St.,BSky,8,G,49.5,1.1,2,2.6,1.9,0.7,111.3,103.5,18.2,56.7,57.7,2.1,13.4,8.7,13.7,1.7,0.7,2.1,21.2,3,0.5,0.636,0.5,73.1,13.6,0.395
Fr,6-10,Victory Onuetu,Hofstra,CAA,11,C,57.7,1,2.9,0.7,-1.1,1.7,107.1,96.6,17.8,61.5,61.5,16.7,22.5,3.7,26.4,0.3,7.3,1.9,36.5,4.9,0.628,0.579,0.615,0,0,0
Sr,6-6,AJ Smith,Bradley,MVC,11,G,63.4,1,3.3,2.5,0.6,1.8,105,95.9,19.2,46.8,52.1,6.7,17.8,8.3,14.7,0.9,3.6,4,44.2,3.2,0.5,0.735,0.419,44.2,6.8,0.353
Jr,6-2,AJ Dancler,Coastal Carolina,SB,12,G,78,1,3,0.2,-0.3,0.5,98.4,105,23.9,42.2,46.4,1.9,13.3,16.9,8.2,2.2,0.8,1.9,25.3,3.2,0.413,0.769,0.33,42.9,9.9,0.364
Sr,6-4,Dontae Horne,Prairie View A&M,SWAC,7,G,66.5,1,2,0.4,-0.2,0.6,98.3,111.5,23.6,44.9,50.3,2.7,10.3,22.9,17,1.3,0,4.9,29,3.4,0.462,0.85,0.463,21.7,4.3,0.267
Fr,6-7,Francis Folefac,Siena,MAAC,12,C,57.2,1,2.8,2.4,-0.9,3.3,106.2,97.7,21.1,57.1,61,7.6,15.3,10,23.2,0.6,4.9,3.3,71.4,4.5,0.6,0.689,0.581,1.6,0.2,0
Jr,6-4,Parker Friedrichsen,Davidson,A10,10,G,55,1,2.2,0.8,0.3,0.5,101.9,103.6,21.8,53.8,54,3.5,11.3,16.3,19.2,1.4,0,3.1,28.8,2.9,0.7,0.526,0.516,53,9.8,0.371
Sr,6-11,Ben Gold,Marquette,BE,13,C,65.4,1,2.8,0.7,0.6,0.1,108.2,101.7,14.7,48.4,50.3,5.8,21.8,4.8,8.7,1.1,2.2,1.8,28,2.1,0.6,0.615,0.6,67.7,10.1,0.286
Sr,6-3,Dylan Andrews,Boise St.,MWC,10,G,72.3,1,3.7,1.1,-0.5,1.6,92.1,96.4,24.3,36.4,46.1,0.4,12.4,24,22.4,1.5,0,2.2,47.8,1.1,0.464,0.841,0.309,40.2,7.5,0.297
