YR,Height,Player,Team,Conf,G,Role,Min%,PRPG!,D-PRPG,BPM,OBPM,DBPM,ORtg,D-Rtg,Usg,eFG,TS,OR,DR,Ast,TO,A/TO,Blk,Stl,FTR,FC/40,C2%,FT%,2PT%,3PR,3P/100,3PT%
So,6-2,D.J. Carton,Marquette,BE,47,G,56.7,2.5,3.2,4,2.4,1.5,100.3,94.9,25,52.5,56.4,2.3,11.7,24.8,24.6,1.1,1.6,2,36.9,3,0.642,0.748,0.556,42.1,7.9,0.322
Sr,6-2,Jerry Smith,Louisville,BE,104,G,60.3,2.5,3.3,6.7,3.2,3.5,113.6,89,17.5,55.9,58.6,3.9,9.4,12.8,18.2,1.3,0.9,3.3,32.9,3.2,0.662,0.718,0.578,61.8,9.6,0.365
So,6-6,D.J. Stewart Jr.,Mississippi St.,SEC,64,G,80.3,2.5,3.2,1.7,1,0.8,102.1,98.7,20.9,48.3,52.2,1.4,8.9,14.7,19.7,1,0.7,2.2,28.2,2.3,0.57,0.772,0.469,34.4,6.5,0.339
Fr,6-5,Lonnie Walker IV,Miami FL,ACC,32,G,68.8,2.5,3,4.5,2.9,1.6,107.9,97.9,21.1,50.3,52.7,1.7,9.2,13,11.6,1.6,1.8,2,20.4,2.3,0.59,0.738,0.487,50.9,10.7,0.346
Sr,6-2,Craig Porter Jr.,Wichita St.,Amer,73,G,58.3,2.5,3.6,6.9,3.1,3.8,105.5,92.7,20.7,51,53.3,4,16.2,28.4,20.6,2,4.7,2.9,31.5,2.4,0.562,0.69,0.499,28.8,4.6,0.358
Fr,6-4,Luguentz Dort,Arizona St.,P12,34,G,77.8,2.5,3.5,2.3,1.2,1.1,98.9,97.3,27.1,46.7,51.8,4.5,10,15,18.7,0.8,0.8,2.7,48.1,3.8,0.512,0.7,0.472,40.9,9,0.307
Fr,6-4,Dejounte Murray,Washington,P12,34,G,82.2,2.4,3.8,2.9,1.6,1.2,97.8,96.6,26,45.1,48.5,4.1,13.7,25.7,19,1.4,0.8,2.8,34.2,3.2,0.602,0.663,0.457,24.3,5.3,0.288
Sr,6-5,Chris Babb,Iowa St.,B12,130,G,62,2.4,2.9,4.2,2.9,1.3,113.7,98.6,14.3,51.4,53.6,3.1,10,11.8,12.4,2.2,0.8,1.8,19.9,1.8,0.627,0.733,0.434,76.4,10.8,0.359
Sr,6-3,Jared Terrell,Rhode Island,A10,133,G,78.7,2.4,3.6,2.6,1.1,1.5,103.6,96.7,22.1,47.3,52.1,2.5,8.8,13.3,14.8,1.2,0.7,2.4,35.6,3.3,0.546,0.763,0.43,36.4,7.3,0.366
Sr,6-3,Jorge Gutierrez,California,P12,129,G,62.8,2.4,3.2,3.9,1.5,2.4,101.5,93.8,22.3,47.4,52.8,3.6,13.5,23.7,21.6,1.6,0.5,2.5,45.8,3.7,0.624,0.737,0.461,26.1,4.3,0.34
Sr,6-5,Devon Hall,Virginia,ACC,128,G,54.9,2.4,3.8,5.4,2,3.5,109,88.5,17.5,49.8,53.8,1.9,14.9,16.5,14.6,2.4,0.9,1.6,26.7,2.4,0.536,0.807,0.44,40.7,6.4,0.389
Jr,6-5,Iman Shumpert,Georgia Tech,ACC,91,G,73.1,2.4,4.1,5.1,1.8,3.2,97.3,89,24.3,45.1,50.2,3.9,12.1,26.4,23.3,1.4,0.6,4.1,39.2,3.4,0.657,0.738,0.447,37.4,7.2,0.305
Fr,6-2,Avery Bradley,Texas,B12,34,G,72.9,2.3,3.4,4.1,2,2.1,105.2,92.5,19,48.9,49.6,3.5,6.6,12.4,14.6,1.4,1.6,2.4,17.9,3.2,0.528,0.545,0.457,30.4,6,0.375
Sr,6-4,Trent Forrest,Florida St.,ACC,137,G,62.3,2.3,3.6,6.3,2.1,4.2,107.3,90,19.9,47.8,54,4.6,13.6,23.2,21.2,1.8,1.5,3.6,55.2,2.4,0.568,0.748,0.494,12.9,1.8,0.248
Jr,6-5,David Duke,Providence,BE,91,G,75.9,2.3,3.6,2.7,0.7,2,98.2,95.1,22.3,46,51.2,2.6,13.1,21.6,21,1.3,1.2,2.1,36.8,3.6,0.487,0.769,0.404,34.9,6.3,0.377
Fr,6-5,Nick Smith Jr.,Arkansas,SEC,17,G,30.4,2.2,2.9,-0.2,0.8,-1,95.6,96.7,26.3,43.6,47.2,1.1,6.3,13.4,13.3,1.1,0.5,1.8,24.8,2.4,0.5,0.74,0.397,35.1,9.2,0.338
Sr,6-5,Tyrone Wallace,California,P12,129,G,74.7,2.2,3.6,3.5,1.5,2,97.5,95,24.9,45.7,48.6,3.8,14.7,22.2,16.4,1.6,1.3,2.1,37,3.2,0.591,0.613,0.464,28.5,5.9,0.292
So,6-3,Isaiah Briscoe,Kentucky,SEC,70,G,73.5,2.2,3.9,3,1,2,101.2,93.8,21.1,47.2,49.1,5.3,13.3,20,18.7,1.7,0.6,1.7,42,3.4,0.614,0.555,0.495,14.8,2.4,0.229
Sr,6-2,Chris Smith,Louisville,BE,124,G,62.9,2.1,3,2.8,2.2,0.7,105.2,95.3,20.6,47.4,50.9,5.1,12.9,13.3,15.8,1.2,0.5,1.8,32.3,2.2,0.655,0.704,0.435,41.3,7.8,0.352
Sr,6-3,Kadeem Allen,Arizona,P12,68,G,65.1,2.1,3.7,6,1.7,4.3,107,91.2,19.1,51.4,56,1.4,13.1,21.2,21.7,1.7,2.7,2.8,46.9,3.6,0.555,0.725,0.482,27.7,3.9,0.4
Sr,6-4,Milton Doyle,Loyola Chicago,MVC,115,G,67.5,2.1,3,1.8,1.1,0.7,96,101.3,28.9,48.6,53.5,2.8,13.9,27.7,22.6,1.2,2.4,2.4,43.9,3.6,0.62,0.712,0.471,32.9,6.8,0.345
Sr,6-5,Marcus Garrett,Kansas,B12,127,G,63.8,2.1,3.9,4.9,1,3.9,104.2,89.6,16.8,48.2,50.6,3.5,12.9,17.1,17.5,1.9,1.1,2.9,36.2,2.9,0.557,0.637,0.493,25.5,3.4,0.3
Jr,6-4,Vander Blue,Marquette,BE,106,G,63.3,2.1,3,2.3,1,1.3,97.7,94,21.6,46.1,50.5,4.7,10.7,15.3,21.1,1,0.6,2.4,40.3,2.7,0.585,0.704,0.475,22.9,4.2,0.277
Sr,6-3,EJ Harkless,UNLV,MWC,128,G,54.5,2,2.9,1.9,0.8,1.1,97.3,98.5,24.2,47.8,52.1,3.7,16.1,18.4,20.3,1.2,0.9,3.1,43.6,3.5,0.571,0.699,0.485,34.3,6.5,0.309
Fr,6-1,Eric Bledsoe,Kentucky,SEC,37,G,73.1,2,3.8,3.6,0.9,2.7,100.4,90,20.2,54,56.6,2,8.6,16.8,27.7,1,1.1,2.6,39.4,2.9,0.655,0.667,0.516,41,6.4,0.383
Fr,6-4,De'Anthony Melton,USC,P12,36,G,67.3,2,3.3,6.3,2.2,4.1,108,94.8,19.1,48.3,53,6,13.6,22.5,19.7,2,3.9,4.1,47.2,3.3,0.626,0.706,0.51,32,4.4,0.284
Sr,6-4,Rodney Purvis,Connecticut,Amer,136,G,72.5,2,3.1,1.3,0.9,0.4,100.3,98.7,21.5,49.9,52.1,1.8,9.1,12.3,15.8,1.1,0.5,1.7,26.2,2.6,0.577,0.637,0.461,46.5,9.5,0.362
Sr,6-5,Josh Reaves,Penn St.,B10,121,G,63.3,2,3.9,5.8,1.3,4.5,103.4,91.4,18.7,49.7,52.2,5.8,12.1,17.6,19.4,1.5,2.9,4.2,24.4,4.1,0.603,0.702,0.503,36.3,5.6,0.324
Jr,6-5,RJ Nembhard,TCU,B12,94,G,46.1,1.8,2.9,0,-0.3,0.3,90.7,97.8,23.9,43.7,48.2,1.3,12.9,20.4,22,1.1,1.1,1.8,33.7,2.1,0.548,0.721,0.412,40.1,7.9,0.315
Fr,6-5,Kobi Simmons,Arizona,P12,37,G,58.9,1.8,2.6,1,0.1,0.9,104.2,97.8,21.1,45.4,50.1,1.9,6,15.8,15,1.6,0.4,1.6,31.6,3.2,0.506,0.775,0.435,34.8,6.7,0.327
Sr,6-3,Shaquille Harrison,Tulsa,Amer,131,G,74.9,1.8,3.7,3.6,0.5,3.1,97.6,93.5,23.3,45.8,50.9,3.4,13.5,24.9,19.8,1.5,1.4,3.6,58.7,3.1,0.556,0.644,0.479,13.2,2.2,0.215
Sr,6-5,M.J. Walker,Florida St.,ACC,120,G,56.3,1.5,2.8,1.1,0,1.1,98.7,96.1,20,47.5,51.8,1.6,7.7,12,20.4,0.9,1,1.8,29.4,3.9,0.491,0.785,0.4,52.6,9.4,0.361
Sr,6-5,Matisse Thybulle,Washington,P12,135,G,72.6,1.5,3.6,6.2,1.3,4.8,103.8,94.3,16.9,52.2,55,3.3,8.5,12.7,21.2,1.1,4.9,4.7,21.5,3.8,0.642,0.782,0.507,52,7.6,0.358
Sr,6-3,Craig Sword,Mississippi St.,SEC,123,G,65.7,1.5,2.8,1.3,-0.2,1.5,91.9,98.3,28,48.1,51.9,3.7,10.4,21.3,24.2,0.8,2.2,3.3,52.6,4.2,0.641,0.635,0.51,24.7,5,0.263
Sr,6-2,Hassani Gravett,South Carolina,SEC,94,G,54.5,1.4,2.8,1.5,0.2,1.4,98,96.9,17.9,48.3,50.9,2.5,11.8,19.8,22,1.5,0.8,1.2,28,3.1,0.529,0.695,0.435,52.3,7.8,0.352
Fr,6-2,Josh Selby,Kansas,B12,26,G,34.8,1.1,2.6,1.6,0.1,1.4,94.4,89.8,23.3,46.1,48.9,2.4,9.7,17.8,24.4,1.1,0.2,2.3,19.2,3.3,0.515,0.757,0.384,48.7,10.1,0.362
Fr,6-4,Bronny James,USC,P12,25,G,36.3,0.5,2,-0.3,-1.7,1.3,96.4,99.9,16.5,43.8,47.2,1.7,15.1,19.3,19.4,2,1.1,2.2,30.4,3.5,0.593,0.676,0.481,53.6,7.1,0.267
Sr,6-1,Josh Gray,LSU,SEC,94,G,53.4,0.4,2.2,-2.4,-2.6,0.1,85.4,99.1,23.6,42,45.1,2.2,8.9,25.8,26.2,1.2,0.2,3.4,28.2,3.7,0.553,0.651,0.453,25.6,4.7,0.216
Sr,7-4,Zach Edey,Purdue,B10,138,C,61.3,6.3,3.8,13.3,10.7,2.5,124.6,88.7,32.7,62.1,64.9,19.3,25.8,13.5,14.5,0.7,7.4,0.6,63.4,3.1,0.763,0.706,0.621,0.1,0,0.5
Fr,7-1,Deandre Ayton,Arizona,P12,35,C,82.5,6.1,4.1,9.9,8,1.9,126.7,94,26.2,62.5,65,13.5,28.2,10.2,13.1,0.8,6.1,1,42.4,2.8,0.808,0.733,0.635,7.8,1.7,0.343
Fr,6-10,Anthony Davis,Kentucky,SEC,40,C,80.1,5.9,5.6,16.7,9.1,7.6,133.8,75.8,19.1,62.8,65.4,11.6,23.9,7.5,10,1.2,13.7,2.5,60.2,2.4,0.874,0.709,0.653,5.9,0.9,0.15
Fr,7-0,Evan Mobley,USC,P12,33,C,83.6,5.4,5,12.6,7.3,5.3,119.4,84.2,23.4,59.5,62.4,9.7,18.8,14.1,16.6,1.1,8.7,1.4,56.6,2.1,0.785,0.694,0.615,11.7,2.1,0.3
Sr,7-1,Ryan Kalkbrenner,Creighton,BE,169,C,70.2,5.3,4,9.8,6.2,3.6,129.3,92.2,20.6,67.4,68.5,10.9,14.8,7.7,12.5,0.8,7.5,0.9,40.7,2.2,0.769,0.709,0.696,9.9,1.8,0.311
So,7-0,Cody Zeller,Indiana,B10,72,C,72.2,5.3,4,10.5,7.4,3.1,123.1,86.6,25.4,59.1,64.2,11.9,17.8,9.4,15.8,0.7,4.4,2.5,70.3,3.4,0.667,0.756,0.593,0.3,0.1,0
Jr,6-9,Trayce Jackson-Davis,Indiana,B10,126,C,78.5,5.3,4.4,10.6,7.1,3.4,116.1,88.6,26.9,56.6,59.6,10.2,21.6,14.9,12.7,1.1,7.5,1.3,55.3,2.4,0.662,0.676,0.567,0.2,0,0
Fr,7-1,James Wiseman,Memphis,Amer,3,C,5.5,5.3,3.8,17.2,11.9,5.3,140.6,79.1,26.8,76.9,76,21.8,26.5,4.4,8.8,0.3,13.6,0.8,103.8,2.9,0.895,0.704,0.8,3.8,0.8,0
Sr,6-9,Oscar Tshiebwe,Kentucky,SEC,107,C,59.6,5,4.4,9.8,7.3,2.5,120.7,84.7,24.3,57.3,60.6,19.4,29.3,6.7,15.3,0.5,4.4,2.7,51.6,3.8,0.693,0.705,0.575,0.3,0.1,0
Sr,6-11,Jock Landale,Saint Mary's,WCC,124,C,51.1,4.9,3.4,7.5,5.6,1.9,121.7,93.8,29.3,62.8,65.3,12.6,25.6,12.7,16,0.8,3.6,0.8,44.7,4.1,0.695,0.735,0.634,2.8,0.7,0.276
Fr,6-11,Jahlil Okafor,Duke,ACC,38,C,72.8,4.9,4.1,9.5,7.3,2.3,116.4,87.8,27.6,66.4,64.1,14.8,18.2,9.4,18.2,0.5,4.5,1.5,46.2,2.8,0.789,0.51,0.664,0,0,0
Fr,6-9,Isaiah Stewart,Washington,P12,32,C,80.2,4.8,4.2,6.6,4.5,2.1,115.7,89.6,24.2,57.7,62.9,10.6,19.4,6.3,16.1,0.4,7,0.9,59.1,3.2,0.694,0.774,0.59,5.9,1.1,0.25
Fr,6-9,Onyeka Okongwu,USC,P12,28,C,68.4,4.6,4.5,10.9,6.2,4.7,119.1,84.6,23.4,61.9,64.6,12.4,18.4,8.4,15.9,0.5,9.8,2.3,50.2,3.5,0.726,0.72,0.623,1.4,0.3,0.25
Sr,6-9,Isaac Jones,Washington St.,P12,64,C,76.1,4.4,3.2,5.8,4.8,1,118.2,101.2,25.9,60,63,8.2,20.8,12,14.5,0.8,3.5,1.1,57.8,3.1,0.694,0.697,0.616,4.7,0.9,0.188
So,7-0,Jakob Poeltl,Utah,P12,68,C,66.1,4.2,3.7,8.4,5.4,3,118.1,89.1,24.4,65.3,65,13.5,21.2,10.7,17.1,0.7,6.5,1.1,66,3.5,0.716,0.607,0.655,0.2,0,0
Jr,6-8,Brandon Clarke,Gonzaga,WCC,93,C,69,4.2,3.7,10.2,6.5,3.7,123,92,22.8,63.7,63.7,11.5,19.8,14.3,12.8,1.3,8.6,2.1,43.9,3,0.757,0.622,0.645,2.7,0.5,0.25
Sr,6-8,Jameel Warney,Stony Brook,AE,129,C,77.2,4.1,3.8,9.1,6.6,2.4,121,93.1,24.4,59.2,59.6,12.9,21.7,12.8,11.2,1.2,7.6,1.5,42.5,2.8,0.7,0.591,0.592,0,0,0
Fr,6-9,Julius Randle,Kentucky,SEC,40,C,76.3,4.1,4.1,6.3,4.9,1.4,111.2,91,26.2,50.4,56.6,13.4,24.7,10,18.7,0.6,2.6,1,73.7,3,0.67,0.706,0.516,4.6,0.9,0.167
So,6-10,John Collins,Wake Forest,ACC,64,C,51.5,4.1,2.5,6.7,6.3,0.4,119.9,98,27.3,60.1,63.8,15.1,22.7,4.2,14.2,0.3,6.1,1.2,60.2,5.5,0.729,0.729,0.602,0.2,0,0
So,6-9,Pascal Siakam,New Mexico St.,WAC,64,C,82.2,4,4.3,7,4.5,2.6,116.5,91.3,25,54.8,58.4,13.6,20.7,10.6,15.2,0.7,6.1,1.7,42.7,3.2,0.716,0.719,0.555,2.2,0.5,0.176
Fr,6-11,Jaxson Hayes,Texas,B12,32,C,50,4,3.3,9,4,5,133.8,88.7,16.9,72.8,73.9,8.8,16.2,2.6,13.9,0.3,10.6,1.5,59.2,5.7,0.854,0.74,0.728,0,0,0
Fr,7-2,Khaman Maluach,Duke,ACC,39,C,53.1,4,3.3,8.7,5.8,2.9,143.1,87.6,16.8,72.3,73.6,16.5,19.2,4.3,13,0.7,6.8,0.6,40.3,3.9,0.769,0.766,0.754,8.4,1.2,0.25
So,7-0,Mark Williams,Duke,ACC,62,C,50.2,3.9,2.9,11.2,7.2,4,134,88.4,19.3,70.2,70.2,13.5,21,7.6,13.2,0.9,10.8,1.5,31.5,3.6,0.775,0.661,0.704,0.3,0,0
Fr,6-11,DeMarcus Cousins,Kentucky,SEC,38,C,58.2,3.9,3.8,9.6,6.2,3.4,113.5,79.3,30.8,56,57.9,19.9,24.9,9.2,16,0.5,7.5,2.4,72.6,5.5,0.762,0.604,0.565,1.6,0.4,0.167
Sr,7-0,Tyler Zeller,North Carolina,ACC,117,C,45.1,3.9,3.5,7.9,5.2,2.8,118,87,23.5,54.2,59.6,12.2,17.3,4.9,14.2,0.4,4.7,1.6,52.1,4,0.724,0.777,0.543,0.2,0,0
Sr,6-11,Mike Muscala,Bucknell,Pat,131,C,71.2,3.9,3.5,7.6,5.2,2.4,113.6,91.8,28.1,50.8,57.4,10,23.8,13.8,12.5,1,7.8,0.9,47.5,3.3,0.663,0.819,0.51,4.7,1.1,0.313
Jr,6-8,Jarnell Stokes,Tennessee,SEC,86,C,62.1,3.9,3.8,7.2,5.3,1.9,110.4,90.5,25.2,53.3,56.2,15.4,22.5,11.3,17.5,0.7,3.7,1.6,63.3,3,0.671,0.625,0.535,0.4,0.1,0
Jr,6-11,Charles Bassey,Western Kentucky,CUSA,71,C,57.7,3.8,3.8,6.4,4.2,2.2,114,92.1,24.2,61.4,64.6,12.1,27,5.9,20.1,0.3,9.5,1.2,42.3,3.3,0.772,0.768,0.633,12.5,2.4,0.319
Sr,6-11,Oso Ighodaro,Marquette,BE,109,C,54.7,3.8,3.5,6.7,3.6,3.1,121,94.7,18.7,62.4,62.8,8.1,14.8,15.8,16.1,1.7,5,1.8,35.4,3.2,0.704,0.616,0.626,0.3,0,0
Fr,6-10,Edrice Adebayo,Kentucky,SEC,38,C,75.1,3.7,4.2,6.8,3.8,3,118.4,89.6,19.2,59.9,62.4,11.2,17.2,4.7,15.5,0.5,4.9,1.2,83.1,3.5,0.746,0.653,0.601,0.4,0,0
Sr,7-0,Jerome Jordan,Tulsa,CUSA,34,C,74.9,3.7,3.9,7.2,4.2,3,111.1,89.1,25.9,55.3,59.7,9.3,23.8,10.1,17.1,0.6,7.7,0.9,72.5,3.8,0.76,0.688,0.553,0,0,0
Fr,6-11,Mohamed Bamba,Texas,B12,30,C,64.3,3.7,4.7,9.8,4.5,5.3,115.1,83.5,21.5,56.7,59.3,12.2,28.2,3.6,14.1,0.3,12.9,1.5,44.1,3.4,0.762,0.681,0.603,18.9,3.3,0.275
Sr,6-11,Keith Benson,Oakland,Sum,129,C,65.5,3.7,2.9,5.4,3.9,1.5,118.3,97.9,23.1,55.9,59.7,10.2,24.1,5.3,12.6,0.5,10,1.1,63,4.2,0.69,0.682,0.559,2.4,0.4,0.357
Jr,6-11,Cole Aldrich,Kansas,B12,110,C,51.8,3.7,4.2,10,5,5,119,78.4,20.5,57.7,61.5,13,27.2,6,16.2,0.6,11.4,1.5,51.8,4,0.73,0.733,0.577,0,0,0
Sr,6-11,Colin Castleton,Florida,SEC,122,C,39.8,3.6,3.6,7.5,4.1,3.4,110.5,89.6,25.8,53.9,58.4,10.1,20.6,13.2,17,0.8,8.4,1.5,51.1,3,0.68,0.73,0.556,3.7,0.7,0.063
Sr,6-11,Jesse Edwards,West Virginia,B12,118,C,42.1,3.6,3,5.5,3.2,2.4,118.1,96.7,21.2,62.3,62.9,11.4,20.2,8.1,15.5,0.7,9.7,2.1,58.3,4.6,0.693,0.619,0.625,0.7,0.1,0.2
Sr,6-10,Brice Johnson,North Carolina,ACC,147,C,52.3,3.5,3.4,8.3,5.4,3,117.4,86.4,23.9,57.3,59.6,11.4,24.7,8.6,14.4,0.7,5.5,2,33.2,4.8,0.786,0.708,0.573,0,0,0
Sr,7-0,Udoka Azubuike,Kansas,B12,86,C,35.2,3.5,3.7,8.4,4.6,3.8,114.9,85.1,23.3,74.4,68.6,13.5,23.9,6.3,20.6,0.4,9.4,1.1,51.7,4.7,0.827,0.417,0.744,0,0,0
Sr,6-11,N'Faly Dante,Oregon,P12,102,C,35.8,3.5,3.4,8.3,5,3.2,115.1,90.1,23.4,65.3,64.8,12.2,23.1,9,19.3,0.5,6,2.8,43.1,3.6,0.766,0.592,0.653,0,0,0
Fr,6-11,Karl-Anthony Towns,Kentucky,SEC,39,C,52.3,3.5,3.9,13.1,6.3,6.8,122.7,73.2,24.2,57,62.7,14.1,22.2,11.5,16.6,0.8,11.4,1.4,52.3,5.6,0.719,0.813,0.577,3.1,0.6,0.25
So,6-10,Eric Mika,BYU,WCC,66,C,65.5,3.5,3.1,4.2,3.6,0.6,112,97.5,27.1,52.7,58,11.7,18.1,10.2,14.5,0.7,4.9,1,66.9,4.4,0.68,0.707,0.528,0.1,0,0
So,6-11,Filip Petrusev,Gonzaga,WCC,65,C,43.5,3.5,2.8,5.8,4.7,1.1,118,90.2,28.1,57.2,61.1,9.9,21.7,8.6,14.2,0.6,3.3,1.1,63.3,3.4,0.684,0.703,0.587,8.3,1.9,0.268
Jr,6-10,Tyler Davis,Texas A&M,SEC,102,C,64,3.5,3.4,6.3,4.3,2,114.8,92.7,24.1,61.9,63.2,13.6,16.9,9.1,18.9,0.5,4.9,1,57.8,4,0.723,0.646,0.625,3.1,0.6,0.269
So,6-11,Daniel Gafford,Arkansas,SEC,67,C,61.3,3.5,3.3,6.6,4.4,2.2,114,92.3,24.6,63.5,62.5,11.2,21.5,6,14.9,0.5,9.8,1.6,59.6,4.7,0.802,0.562,0.635,0,0,0
So,6-10,Bruno Fernando,Maryland,B10,64,C,63.9,3.4,3.9,7.1,3.2,3.9,112.4,87.7,23.5,59.9,63.8,10.8,26.4,11.5,22.3,0.6,6.6,1.2,49.2,4.2,0.681,0.762,0.603,2.7,0.5,0.308
So,7-2,Donovan Clingan,Connecticut,BE,74,C,41.1,3.4,3.2,12.8,7.1,5.7,125,81.2,24.6,64.7,63.6,16.2,25.8,11.1,12.6,1.3,12.6,1.6,49,4.4,0.709,0.558,0.653,1.9,0.4,0.222
Fr,7-0,Yves Missi,Baylor,B12,33,C,53.2,3.4,2.7,5.8,4.1,1.7,120.3,96.1,21.9,61.3,62,14.4,16.3,3.5,13.9,0.3,7.1,1.4,60.4,4.2,0.703,0.619,0.613,0,0,0
Sr,7-1,Vladislav Goldin,Michigan,B10,149,C,47,3.3,2.9,5.9,4,1.9,118,94,24.2,62.5,63.4,11.9,19.1,6.1,16.5,0.4,6.1,1.2,54.4,3.9,0.68,0.672,0.629,3,0.6,0.333
So,6-9,Samardo Samuels,Louisville,BE,70,C,67.3,3.3,3.3,3.5,2.4,1.1,109.1,91.4,24.8,54.9,58.9,11.8,12.4,8.1,20,0.5,4.7,1.3,61.8,4.2,0.7,0.689,0.549,0.2,0,0
Jr,6-9,Jonathan Mogbo,San Francisco,WCC,62,C,63.1,3.3,3.6,7.3,4,3.4,117.8,91.9,23,60.8,61.3,13.5,26.7,19.5,17.3,1.5,4.3,3.2,38.5,3.6,0.732,0.577,0.61,0.4,0.1,0
Fr,6-11,Diamond Stone,Maryland,B10,34,C,55.1,3.2,2.9,4.9,3.3,1.6,114.3,93,26.4,56.8,60.7,13,15.3,4.1,15.1,0.3,7.2,1.3,44.6,4.1,0.695,0.75,0.568,0,0,0
Sr,6-11,Tolu Smith,Mississippi St.,SEC,142,C,50.1,3.2,3.3,4.1,3.2,0.9,106.9,93.4,25.6,57.1,58.5,12.8,18.9,10.2,19.4,0.5,2.5,1.3,67,3.7,0.667,0.596,0.571,0,0,0
Jr,6-10,Johnathan Motley,Baylor,B12,99,C,59.6,3.2,3.2,4.3,2.6,1.7,107.1,92.6,26.4,52.1,55,13.5,17.5,11.6,18.9,0.6,5.4,1.1,43.5,4.9,0.666,0.661,0.531,5.4,1.2,0.229
Fr,6-8,Tristan Thompson,Texas,B12,36,C,76.8,3.2,4.5,7.8,4,3.8,107.4,84.4,23.1,54.6,53.6,13.9,13.6,8,14.5,0.7,7.2,1.8,82.9,3.6,0.724,0.487,0.546,0,0,0
Fr,6-10,Derrick Favors,Georgia Tech,ACC,35,C,69.2,3.1,4.1,7.5,3.8,3.7,109,84.2,21.8,61.5,62.3,12.5,20.2,7.3,22.9,0.4,7.8,1.8,47.6,3.8,0.783,0.628,0.617,0.3,0.1,0
So,6-10,Jordan Williams,Maryland,ACC,65,C,71.5,3.1,4.2,4.1,3,1.1,109.7,85.7,21.9,53,54.1,12.6,24.8,2.9,11.5,0.3,3.8,1.4,53.1,3.6,0.626,0.557,0.53,0,0,0
Sr,6-8,JaMychal Green,Alabama,SEC,121,C,61.7,3.1,3.8,6,3.2,2.8,105,86.6,27.8,51.9,56.4,12.9,18.1,10.7,20.6,0.5,7,2.2,50.7,4.7,0.654,0.71,0.523,1.4,0.3,0.188
Sr,6-8,Kenneth Faried,Morehead St.,OVC,126,C,72,3.1,4.1,6,4.1,1.9,109,87.6,26.4,56.2,57.6,18.1,33.5,7,18,0.4,7.5,3.4,57.3,4.3,0.705,0.578,0.564,0.7,0.1,0.111
Sr,6-9,Freddie Gillespie,Baylor,B12,56,C,51.7,3.1,3.7,6.6,3.1,3.5,120.3,85.7,16.1,58.2,60,15.2,18.3,3.4,15.2,0.5,8.2,2.2,42,4.7,0.727,0.656,0.582,0,0,0
So,7-1,Walker Kessler,Auburn,SEC,63,C,44.2,3.1,3.6,12.5,5.7,6.8,120.8,79.4,19.9,61.6,61.5,12.6,21.9,7.1,13.4,0.7,17,2.6,36,4.4,0.751,0.577,0.671,15.1,2.7,0.204
Fr,6-11,Jalen Duren,Memphis,Amer,29,C,55.5,3,3.5,6.6,3.5,3.1,109.5,87,23,59.7,60.8,14,21.5,10.5,21.6,0.6,9.9,1.8,44.1,4.3,0.73,0.625,0.6,0.4,0.1,0
Sr,7-0,Omer Yurtseven,Georgetown,BE,81,C,49,3,2.6,4,3.2,0.7,111.4,97.3,23.9,55.6,57.6,12.8,20.6,7.9,15.3,0.6,6.2,0.9,27.2,4.9,0.698,0.693,0.548,8.1,1.8,0.426
Sr,6-9,Amile Jefferson,Duke,ACC,150,C,45.5,3,3.1,6.5,4.1,2.4,123,91.2,16.7,62,61.7,13,19.7,7.7,14.6,1.1,3.9,1.6,57.7,4.1,0.702,0.575,0.62,0,0,0
Sr,6-10,Mason Plumlee,Duke,ACC,141,C,61.8,3,4,7,3.3,3.7,107.1,84.5,21.3,57.5,58.4,10.7,22.7,11.3,21.3,0.8,5.1,1.8,60.8,3.8,0.721,0.583,0.579,1.1,0.2,0.2
Sr,6-10,Josh Harrellson,Kentucky,SEC,94,C,33,3,3.2,6,3.2,2.8,122.4,86.6,15.7,56.4,57.8,14.6,18.6,4.8,14.1,0.8,5.7,1.9,27.5,3.7,0.772,0.649,0.573,8.6,1.1,0.31
Jr,6-10,Ekpe Udoh,Baylor,B12,67,C,77.1,2.9,4,6.7,2.7,4,105.6,90.8,19.9,47.9,51.4,11.4,15.8,11.8,17.8,1,11.5,1.6,37.7,3.2,0.716,0.665,0.481,7.5,1.2,0.31
Fr,7-0,Joel Embiid,Kansas,B12,28,C,45.9,2.9,3.7,10.6,4.2,6.4,112,83.5,24.4,62.9,65.5,12.7,27.3,11.5,24.1,0.6,11.7,2.3,83.6,5.8,0.808,0.685,0.639,2.9,0.4,0.2
Jr,6-11,Nick Richards,Kentucky,SEC,105,C,45.2,2.9,2.8,5.6,2.9,2.7,121.7,90.2,18.5,62.7,66,12.8,18.7,2.4,16.8,0.2,8.7,0.3,65.8,5.3,0.784,0.728,0.627,0,0,0
Jr,7-0,Neemias Queta,Utah St.,MWC,84,C,59.8,2.9,4.3,7.8,2.9,4.9,109,84.1,24.2,59.5,60.8,10.5,25.4,15.2,21.6,0.8,10.9,1.5,52.2,3.8,0.683,0.646,0.595,1.1,0.2,0.375
Sr,6-10,Angel Delgado,Seton Hall,BE,132,C,75.9,2.9,3.9,4.1,2.9,1.2,106.9,92.2,22.2,53.8,54.4,14.1,25.7,11.3,18,0.8,2.6,1.2,47.5,3.3,0.639,0.539,0.541,0.4,0.1,0
